dataset,metric,alpha,beta,gamma,run,accuracy,tree_depth,tree_size,training_time
wine,itc_alpha1.5_beta2.0_gamma0.6,1.5,2.0,0.6,1,0.8703703703703703,5,15,0.958622932434082
wine,itc_alpha1.5_beta2.0_gamma0.6,1.5,2.0,0.6,2,0.8888888888888888,5,13,0.8145825862884521
wine,itc_alpha1.5_beta2.0_gamma0.7,1.5,2.0,0.7,0,0.9629629629629629,4,15,0.8799149990081787
wine,itc_alpha1.5_beta2.0_gamma0.7,1.5,2.0,0.7,1,0.8703703703703703,5,15,0.9429035186767578
wine,itc_alpha1.5_beta2.0_gamma0.7,1.5,2.0,0.7,2,0.9074074074074074,4,11,0.7359170913696289
wine,itc_alpha1.5_beta2.5_gamma0.1,1.5,2.5,0.1,0,0.8888888888888888,5,15,1.412696123123169
wine,itc_alpha1.5_beta2.5_gamma0.1,1.5,2.5,0.1,1,0.8703703703703703,5,13,0.972071647644043
wine,itc_alpha1.5_beta2.5_gamma0.1,1.5,2.5,0.1,2,0.9074074074074074,5,15,1.292353630065918
wine,itc_alpha1.5_beta2.5_gamma0.2,1.5,2.5,0.2,0,0.8888888888888888,5,15,1.315396785736084
wine,itc_alpha1.5_beta2.5_gamma0.2,1.5,2.5,0.2,1,0.8703703703703703,5,13,0.9644579887390137
wine,itc_alpha1.5_beta2.5_gamma0.2,1.5,2.5,0.2,2,0.8888888888888888,4,13,1.0843133926391602
wine,itc_alpha1.5_beta2.5_gamma0.3,1.5,2.5,0.3,0,0.8888888888888888,5,15,1.2983214855194092
wine,itc_alpha1.5_beta2.5_gamma0.3,1.5,2.5,0.3,1,0.8703703703703703,5,15,0.9502158164978027
wine,itc_alpha1.5_beta2.5_gamma0.3,1.5,2.5,0.3,2,0.8888888888888888,4,13,1.0243165493011475
wine,itc_alpha1.5_beta2.5_gamma0.4,1.5,2.5,0.4,0,0.8888888888888888,5,15,1.365278959274292
wine,itc_alpha1.5_beta2.5_gamma0.4,1.5,2.5,0.4,1,0.8703703703703703,5,15,0.9438011646270752
wine,itc_alpha1.5_beta2.5_gamma0.4,1.5,2.5,0.4,2,0.8888888888888888,7,19,1.1609508991241455
wine,itc_alpha1.5_beta2.5_gamma0.5,1.5,2.5,0.5,0,0.8888888888888888,8,21,1.4833815097808838
wine,itc_alpha1.5_beta2.5_gamma0.5,1.5,2.5,0.5,1,0.8703703703703703,5,15,0.984156608581543
wine,itc_alpha1.5_beta2.5_gamma0.5,1.5,2.5,0.5,2,0.8888888888888888,7,19,1.2262468338012695
wine,itc_alpha1.5_beta2.5_gamma0.6,1.5,2.5,0.6,0,0.8888888888888888,8,21,1.329573392868042
wine,itc_alpha1.5_beta2.5_gamma0.6,1.5,2.5,0.6,1,0.8703703703703703,5,15,0.9520339965820312
wine,itc_alpha1.5_beta2.5_gamma0.6,1.5,2.5,0.6,2,0.8888888888888888,5,13,0.7779200077056885
wine,itc_alpha1.5_beta2.5_gamma0.7,1.5,2.5,0.7,0,0.8518518518518519,7,19,1.2264723777770996
wine,itc_alpha1.5_beta2.5_gamma0.7,1.5,2.5,0.7,1,0.8703703703703703,5,15,0.9634575843811035
wine,itc_alpha1.5_beta2.5_gamma0.7,1.5,2.5,0.7,2,0.9074074074074074,4,11,0.7430357933044434
wine,itc_alpha1.5_beta3.0_gamma0.1,1.5,3.0,0.1,0,0.8888888888888888,5,15,1.3462717533111572
wine,itc_alpha1.5_beta3.0_gamma0.1,1.5,3.0,0.1,1,0.8148148148148148,6,15,1.2756211757659912
wine,itc_alpha1.5_beta3.0_gamma0.1,1.5,3.0,0.1,2,0.9074074074074074,5,15,1.2973463535308838
wine,itc_alpha1.5_beta3.0_gamma0.2,1.5,3.0,0.2,0,0.8888888888888888,5,15,1.3059911727905273
wine,itc_alpha1.5_beta3.0_gamma0.2,1.5,3.0,0.2,1,0.8703703703703703,5,13,0.9554412364959717
wine,itc_alpha1.5_beta3.0_gamma0.2,1.5,3.0,0.2,2,0.9074074074074074,6,15,1.1893484592437744
wine,itc_alpha1.5_beta3.0_gamma0.3,1.5,3.0,0.3,0,0.8888888888888888,5,15,1.3694653511047363
wine,itc_alpha1.5_beta3.0_gamma0.3,1.5,3.0,0.3,1,0.8703703703703703,5,13,0.9408750534057617
wine,itc_alpha1.5_beta3.0_gamma0.3,1.5,3.0,0.3,2,0.8888888888888888,4,13,1.0860426425933838
wine,itc_alpha1.5_beta3.0_gamma0.4,1.5,3.0,0.4,0,0.8888888888888888,7,21,1.4911603927612305
wine,itc_alpha1.5_beta3.0_gamma0.4,1.5,3.0,0.4,1,0.8703703703703703,5,15,1.0132250785827637
wine,itc_alpha1.5_beta3.0_gamma0.4,1.5,3.0,0.4,2,0.8888888888888888,4,13,1.0801873207092285
wine,itc_alpha1.5_beta3.0_gamma0.5,1.5,3.0,0.5,0,0.8888888888888888,8,21,1.351379632949829
wine,itc_alpha1.5_beta3.0_gamma0.5,1.5,3.0,0.5,1,0.8703703703703703,5,15,0.9581325054168701
wine,itc_alpha1.5_beta3.0_gamma0.5,1.5,3.0,0.5,2,0.9444444444444444,6,17,0.9399352073669434
wine,itc_alpha1.5_beta3.0_gamma0.6,1.5,3.0,0.6,0,0.8888888888888888,8,21,1.4195008277893066
wine,itc_alpha1.5_beta3.0_gamma0.6,1.5,3.0,0.6,1,0.8703703703703703,5,15,0.9627971649169922
wine,itc_alpha1.5_beta3.0_gamma0.6,1.5,3.0,0.6,2,0.9444444444444444,6,17,0.9294989109039307
wine,itc_alpha1.5_beta3.0_gamma0.7,1.5,3.0,0.7,0,0.9629629629629629,5,17,1.1313750743865967
wine,itc_alpha1.5_beta3.0_gamma0.7,1.5,3.0,0.7,1,0.8703703703703703,5,15,0.9398250579833984
wine,itc_alpha1.5_beta3.0_gamma0.7,1.5,3.0,0.7,2,0.9074074074074074,4,11,0.7740809917449951
wine,itc_alpha1.5_beta3.5_gamma0.1,1.5,3.5,0.1,0,0.8888888888888888,5,15,1.34641695022583
wine,itc_alpha1.5_beta3.5_gamma0.1,1.5,3.5,0.1,1,0.8148148148148148,6,15,1.2710413932800293
wine,itc_alpha1.5_beta3.5_gamma0.1,1.5,3.5,0.1,2,0.9074074074074074,5,15,1.2651293277740479
wine,itc_alpha1.5_beta3.5_gamma0.2,1.5,3.5,0.2,0,0.8888888888888888,5,15,1.3261168003082275
wine,itc_alpha1.5_beta3.5_gamma0.2,1.5,3.5,0.2,1,0.8703703703703703,5,13,0.9497401714324951
wine,itc_alpha1.5_beta3.5_gamma0.2,1.5,3.5,0.2,2,0.8703703703703703,8,19,1.4490976333618164
wine,itc_alpha1.5_beta3.5_gamma0.3,1.5,3.5,0.3,0,0.8888888888888888,7,19,1.534923791885376
wine,itc_alpha1.5_beta3.5_gamma0.3,1.5,3.5,0.3,1,0.8703703703703703,5,13,0.9358763694763184
wine,itc_alpha1.5_beta3.5_gamma0.3,1.5,3.5,0.3,2,0.8888888888888888,4,13,1.0725057125091553
wine,itc_alpha1.5_beta3.5_gamma0.4,1.5,3.5,0.4,0,0.8888888888888888,7,21,1.4921412467956543
wine,itc_alpha1.5_beta3.5_gamma0.4,1.5,3.5,0.4,1,0.8703703703703703,5,15,0.9342470169067383
wine,itc_alpha1.5_beta3.5_gamma0.4,1.5,3.5,0.4,2,0.9444444444444444,4,11,0.9202518463134766
wine,itc_alpha1.5_beta3.5_gamma0.5,1.5,3.5,0.5,0,0.8888888888888888,8,21,1.3470909595489502
wine,itc_alpha1.5_beta3.5_gamma0.5,1.5,3.5,0.5,1,0.8703703703703703,5,15,0.9390161037445068
wine,itc_alpha1.5_beta3.5_gamma0.5,1.5,3.5,0.5,2,0.9444444444444444,6,17,1.0225803852081299
wine,itc_alpha1.5_beta3.5_gamma0.6,1.5,3.5,0.6,0,0.9629629629629629,5,17,1.1156370639801025
wine,itc_alpha1.5_beta3.5_gamma0.6,1.5,3.5,0.6,1,0.8703703703703703,5,15,0.9366576671600342
wine,itc_alpha1.5_beta3.5_gamma0.6,1.5,3.5,0.6,2,0.9444444444444444,6,17,0.9340929985046387
wine,itc_alpha1.5_beta3.5_gamma0.7,1.5,3.5,0.7,0,0.9629629629629629,5,17,1.1428229808807373
wine,itc_alpha1.5_beta3.5_gamma0.7,1.5,3.5,0.7,1,0.8703703703703703,5,15,0.9372014999389648
wine,itc_alpha1.5_beta3.5_gamma0.7,1.5,3.5,0.7,2,0.8888888888888888,5,13,0.7784349918365479
wine,itc_alpha1.5_beta4.0_gamma0.1,1.5,4.0,0.1,0,0.8888888888888888,5,15,1.4395737648010254
wine,itc_alpha1.5_beta4.0_gamma0.1,1.5,4.0,0.1,1,0.8148148148148148,6,15,1.2222585678100586
wine,itc_alpha1.5_beta4.0_gamma0.1,1.5,4.0,0.1,2,0.9074074074074074,5,15,1.297123670578003
wine,itc_alpha1.5_beta4.0_gamma0.2,1.5,4.0,0.2,0,0.8888888888888888,5,15,1.3171045780181885
wine,itc_alpha1.5_beta4.0_gamma0.2,1.5,4.0,0.2,1,0.8703703703703703,5,13,0.9612100124359131
wine,itc_alpha1.5_beta4.0_gamma0.2,1.5,4.0,0.2,2,0.8703703703703703,8,19,1.550750494003296
wine,itc_alpha1.5_beta4.0_gamma0.3,1.5,4.0,0.3,0,0.8888888888888888,7,19,1.5269958972930908
wine,itc_alpha1.5_beta4.0_gamma0.3,1.5,4.0,0.3,1,0.8703703703703703,5,13,0.9673466682434082
wine,itc_alpha1.5_beta4.0_gamma0.3,1.5,4.0,0.3,2,0.9444444444444444,4,11,0.9200191497802734
wine,itc_alpha1.5_beta4.0_gamma0.4,1.5,4.0,0.4,0,0.8888888888888888,7,21,1.4207689762115479
wine,itc_alpha1.5_beta4.0_gamma0.4,1.5,4.0,0.4,1,0.8703703703703703,5,15,0.9513084888458252
wine,itc_alpha1.5_beta4.0_gamma0.4,1.5,4.0,0.4,2,0.9444444444444444,4,11,0.9113898277282715
wine,itc_alpha1.5_beta4.0_gamma0.5,1.5,4.0,0.5,0,0.9629629629629629,5,17,1.1606101989746094
wine,itc_alpha1.5_beta4.0_gamma0.5,1.5,4.0,0.5,1,0.8703703703703703,5,15,0.9590451717376709
wine,itc_alpha1.5_beta4.0_gamma0.5,1.5,4.0,0.5,2,0.9444444444444444,6,17,0.9829115867614746
wine,itc_alpha1.5_beta4.0_gamma0.6,1.5,4.0,0.6,0,0.9629629629629629,5,17,1.1738252639770508
wine,itc_alpha1.5_beta4.0_gamma0.6,1.5,4.0,0.6,1,0.8703703703703703,5,15,0.9469609260559082
wine,itc_alpha1.5_beta4.0_gamma0.6,1.5,4.0,0.6,2,0.9444444444444444,6,15,0.8562757968902588
wine,itc_alpha1.5_beta4.0_gamma0.7,1.5,4.0,0.7,0,0.9629629629629629,5,17,1.194303035736084
wine,itc_alpha1.5_beta4.0_gamma0.7,1.5,4.0,0.7,1,0.8703703703703703,5,15,0.9632260799407959
wine,itc_alpha1.5_beta4.0_gamma0.7,1.5,4.0,0.7,2,0.8888888888888888,5,13,0.8379557132720947
wine,itc_alpha1.5_beta4.5_gamma0.1,1.5,4.5,0.1,0,0.8888888888888888,5,15,1.383932113647461
wine,itc_alpha1.5_beta4.5_gamma0.1,1.5,4.5,0.1,1,0.8333333333333334,6,17,1.2821204662322998
wine,itc_alpha1.5_beta4.5_gamma0.1,1.5,4.5,0.1,2,0.9074074074074074,5,15,1.2699322700500488
wine,itc_alpha1.5_beta4.5_gamma0.2,1.5,4.5,0.2,0,0.8888888888888888,7,19,1.450709581375122
wine,itc_alpha1.5_beta4.5_gamma0.2,1.5,4.5,0.2,1,0.8703703703703703,5,13,0.9387094974517822
wine,itc_alpha1.5_beta4.5_gamma0.2,1.5,4.5,0.2,2,0.8703703703703703,8,19,1.5241646766662598
wine,itc_alpha1.5_beta4.5_gamma0.3,1.5,4.5,0.3,0,0.9444444444444444,6,17,1.2399511337280273
wine,itc_alpha1.5_beta4.5_gamma0.3,1.5,4.5,0.3,1,0.8703703703703703,5,13,1.0350229740142822
wine,itc_alpha1.5_beta4.5_gamma0.3,1.5,4.5,0.3,2,0.9444444444444444,4,11,0.9114017486572266
wine,itc_alpha1.5_beta4.5_gamma0.4,1.5,4.5,0.4,0,0.9629629629629629,5,17,1.2347958087921143
wine,itc_alpha1.5_beta4.5_gamma0.4,1.5,4.5,0.4,1,0.8703703703703703,5,15,0.9887137413024902
wine,itc_alpha1.5_beta4.5_gamma0.4,1.5,4.5,0.4,2,0.9444444444444444,4,11,0.9221928119659424
wine,itc_alpha1.5_beta4.5_gamma0.5,1.5,4.5,0.5,0,0.9629629629629629,5,17,1.1194560527801514
wine,itc_alpha1.5_beta4.5_gamma0.5,1.5,4.5,0.5,1,0.8703703703703703,5,15,0.967808723449707
wine,itc_alpha1.5_beta4.5_gamma0.5,1.5,4.5,0.5,2,0.9444444444444444,6,17,0.9613206386566162
wine,itc_alpha1.5_beta4.5_gamma0.6,1.5,4.5,0.6,0,0.9629629629629629,5,17,1.1959736347198486
wine,itc_alpha1.5_beta4.5_gamma0.6,1.5,4.5,0.6,1,0.8703703703703703,5,15,0.9789807796478271
wine,itc_alpha1.5_beta4.5_gamma0.6,1.5,4.5,0.6,2,0.9444444444444444,6,15,0.8541390895843506
wine,itc_alpha1.5_beta4.5_gamma0.7,1.5,4.5,0.7,0,0.9629629629629629,5,17,1.189802646636963
wine,itc_alpha1.5_beta4.5_gamma0.7,1.5,4.5,0.7,1,0.8703703703703703,5,15,0.9387304782867432
wine,itc_alpha1.5_beta4.5_gamma0.7,1.5,4.5,0.7,2,0.8888888888888888,5,13,0.8156039714813232
wine,itc_alpha1.7_beta2.0_gamma0.1,1.7,2.0,0.1,0,0.8888888888888888,5,15,1.403362512588501
wine,itc_alpha1.7_beta2.0_gamma0.1,1.7,2.0,0.1,1,0.8703703703703703,5,13,0.9418447017669678
wine,itc_alpha1.7_beta2.0_gamma0.1,1.7,2.0,0.1,2,0.9074074074074074,5,15,1.2945992946624756
wine,itc_alpha1.7_beta2.0_gamma0.2,1.7,2.0,0.2,0,0.8888888888888888,5,15,1.3154685497283936
wine,itc_alpha1.7_beta2.0_gamma0.2,1.7,2.0,0.2,1,0.8703703703703703,5,13,1.0087673664093018
wine,itc_alpha1.7_beta2.0_gamma0.2,1.7,2.0,0.2,2,0.8888888888888888,4,13,1.0485897064208984
wine,itc_alpha1.7_beta2.0_gamma0.3,1.7,2.0,0.3,0,0.8888888888888888,5,15,1.337893009185791
wine,itc_alpha1.7_beta2.0_gamma0.3,1.7,2.0,0.3,1,0.8703703703703703,5,15,0.9398455619812012
wine,itc_alpha1.7_beta2.0_gamma0.3,1.7,2.0,0.3,2,0.8888888888888888,4,13,1.023616075515747
wine,itc_alpha1.7_beta2.0_gamma0.4,1.7,2.0,0.4,0,0.8888888888888888,8,21,1.4987537860870361
wine,itc_alpha1.7_beta2.0_gamma0.4,1.7,2.0,0.4,1,0.8703703703703703,5,15,0.9349548816680908
wine,itc_alpha1.7_beta2.0_gamma0.4,1.7,2.0,0.4,2,0.8888888888888888,7,19,1.1927344799041748
wine,itc_alpha1.7_beta2.0_gamma0.5,1.7,2.0,0.5,0,0.8888888888888888,8,21,1.449608564376831
wine,itc_alpha1.7_beta2.0_gamma0.5,1.7,2.0,0.5,1,0.8703703703703703,5,15,1.014779806137085
wine,itc_alpha1.7_beta2.0_gamma0.5,1.7,2.0,0.5,2,0.8888888888888888,5,13,0.8972382545471191
wine,itc_alpha1.7_beta2.0_gamma0.6,1.7,2.0,0.6,0,0.8888888888888888,8,21,1.4034276008605957
wine,itc_alpha1.7_beta2.0_gamma0.6,1.7,2.0,0.6,1,0.8703703703703703,5,15,0.9785618782043457
wine,itc_alpha1.7_beta2.0_gamma0.6,1.7,2.0,0.6,2,0.8888888888888888,5,13,0.7748582363128662
wine,itc_alpha1.7_beta2.0_gamma0.7,1.7,2.0,0.7,0,0.9629629629629629,5,17,1.19722580909729
wine,itc_alpha1.7_beta2.0_gamma0.7,1.7,2.0,0.7,1,0.8703703703703703,5,15,0.9387762546539307
wine,itc_alpha1.7_beta2.0_gamma0.7,1.7,2.0,0.7,2,0.9074074074074074,4,11,0.778512716293335
wine,itc_alpha1.7_beta2.5_gamma0.1,1.7,2.5,0.1,0,0.8888888888888888,5,15,1.280005693435669
wine,itc_alpha1.7_beta2.5_gamma0.1,1.7,2.5,0.1,1,0.8703703703703703,5,13,0.9754652976989746
wine,itc_alpha1.7_beta2.5_gamma0.1,1.7,2.5,0.1,2,0.9074074074074074,5,15,1.2770228385925293
wine,itc_alpha1.7_beta2.5_gamma0.2,1.7,2.5,0.2,0,0.8888888888888888,5,15,1.3240842819213867
wine,itc_alpha1.7_beta2.5_gamma0.2,1.7,2.5,0.2,1,0.8703703703703703,5,13,0.9578521251678467
wine,itc_alpha1.7_beta2.5_gamma0.2,1.7,2.5,0.2,2,0.8888888888888888,4,13,1.0672132968902588
wine,itc_alpha1.7_beta2.5_gamma0.3,1.7,2.5,0.3,0,0.8888888888888888,5,15,1.3410272598266602
wine,itc_alpha1.7_beta2.5_gamma0.3,1.7,2.5,0.3,1,0.8703703703703703,5,15,0.9385151863098145
wine,itc_alpha1.7_beta2.5_gamma0.3,1.7,2.5,0.3,2,0.8888888888888888,4,13,1.042546272277832
wine,itc_alpha1.7_beta2.5_gamma0.4,1.7,2.5,0.4,0,0.8888888888888888,5,15,1.4314460754394531
wine,itc_alpha1.7_beta2.5_gamma0.4,1.7,2.5,0.4,1,0.8703703703703703,5,15,0.9380872249603271
wine,itc_alpha1.7_beta2.5_gamma0.4,1.7,2.5,0.4,2,0.8888888888888888,7,19,1.1806201934814453
wine,itc_alpha1.7_beta2.5_gamma0.5,1.7,2.5,0.5,0,0.8888888888888888,8,21,1.4432728290557861
wine,itc_alpha1.7_beta2.5_gamma0.5,1.7,2.5,0.5,1,0.8703703703703703,5,15,0.9340198040008545
wine,itc_alpha1.7_beta2.5_gamma0.5,1.7,2.5,0.5,2,0.8888888888888888,7,19,1.1658272743225098
wine,itc_alpha1.7_beta2.5_gamma0.6,1.7,2.5,0.6,0,0.8888888888888888,8,21,1.3141703605651855
wine,itc_alpha1.7_beta2.5_gamma0.6,1.7,2.5,0.6,1,0.8703703703703703,5,15,0.9369769096374512
wine,itc_alpha1.7_beta2.5_gamma0.6,1.7,2.5,0.6,2,0.8888888888888888,5,13,0.7885091304779053
wine,itc_alpha1.7_beta2.5_gamma0.7,1.7,2.5,0.7,0,0.8888888888888888,7,19,1.3450684547424316
wine,itc_alpha1.7_beta2.5_gamma0.7,1.7,2.5,0.7,1,0.8703703703703703,5,15,0.9437274932861328
wine,itc_alpha1.7_beta2.5_gamma0.7,1.7,2.5,0.7,2,0.9074074074074074,4,11,0.7539737224578857
wine,itc_alpha1.7_beta3.0_gamma0.1,1.7,3.0,0.1,0,0.8888888888888888,5,15,1.29034423828125
wine,itc_alpha1.7_beta3.0_gamma0.1,1.7,3.0,0.1,1,0.8148148148148148,6,15,1.2600774765014648
wine,itc_alpha1.7_beta3.0_gamma0.1,1.7,3.0,0.1,2,0.9074074074074074,5,15,1.2935171127319336
wine,itc_alpha1.7_beta3.0_gamma0.2,1.7,3.0,0.2,0,0.8888888888888888,5,15,1.3285984992980957
wine,itc_alpha1.7_beta3.0_gamma0.2,1.7,3.0,0.2,1,0.8703703703703703,5,13,0.9823672771453857
wine,itc_alpha1.7_beta3.0_gamma0.2,1.7,3.0,0.2,2,0.9074074074074074,6,15,1.2131900787353516
wine,itc_alpha1.7_beta3.0_gamma0.3,1.7,3.0,0.3,0,0.8888888888888888,5,15,1.4108595848083496
wine,itc_alpha1.7_beta3.0_gamma0.3,1.7,3.0,0.3,1,0.8703703703703703,5,13,1.0142512321472168
wine,itc_alpha1.7_beta3.0_gamma0.3,1.7,3.0,0.3,2,0.8888888888888888,4,13,1.1664044857025146
wine,itc_alpha1.7_beta3.0_gamma0.4,1.7,3.0,0.4,0,0.8888888888888888,5,15,1.3250770568847656
wine,itc_alpha1.7_beta3.0_gamma0.4,1.7,3.0,0.4,1,0.8703703703703703,5,15,0.9826600551605225
wine,itc_alpha1.7_beta3.0_gamma0.4,1.7,3.0,0.4,2,0.8888888888888888,4,13,1.0389556884765625
wine,itc_alpha1.7_beta3.0_gamma0.5,1.7,3.0,0.5,0,0.8888888888888888,8,21,1.3148455619812012
wine,itc_alpha1.7_beta3.0_gamma0.5,1.7,3.0,0.5,1,0.8703703703703703,5,15,0.9806368350982666
wine,itc_alpha1.7_beta3.0_gamma0.5,1.7,3.0,0.5,2,0.8888888888888888,7,19,1.1703052520751953
wine,itc_alpha1.7_beta3.0_gamma0.6,1.7,3.0,0.6,0,0.8888888888888888,8,21,1.2985522747039795
wine,itc_alpha1.7_beta3.0_gamma0.6,1.7,3.0,0.6,1,0.8703703703703703,5,15,0.9373462200164795
wine,itc_alpha1.7_beta3.0_gamma0.6,1.7,3.0,0.6,2,0.8888888888888888,7,19,1.29278564453125
wine,itc_alpha1.7_beta3.0_gamma0.7,1.7,3.0,0.7,0,0.8888888888888888,7,19,1.3413567543029785
wine,itc_alpha1.7_beta3.0_gamma0.7,1.7,3.0,0.7,1,0.8703703703703703,5,15,0.967703104019165
wine,itc_alpha1.7_beta3.0_gamma0.7,1.7,3.0,0.7,2,0.9074074074074074,4,11,0.7399816513061523
wine,itc_alpha1.7_beta3.5_gamma0.1,1.7,3.5,0.1,0,0.8888888888888888,5,15,1.3499832153320312
wine,itc_alpha1.7_beta3.5_gamma0.1,1.7,3.5,0.1,1,0.8148148148148148,6,15,1.2673530578613281
wine,itc_alpha1.7_beta3.5_gamma0.1,1.7,3.5,0.1,2,0.9074074074074074,5,15,1.3259735107421875
wine,itc_alpha1.7_beta3.5_gamma0.2,1.7,3.5,0.2,0,0.8888888888888888,5,15,1.467372179031372
wine,itc_alpha1.7_beta3.5_gamma0.2,1.7,3.5,0.2,1,0.8703703703703703,5,13,0.9951138496398926
wine,itc_alpha1.7_beta3.5_gamma0.2,1.7,3.5,0.2,2,0.8703703703703703,8,19,1.5735831260681152
wine,itc_alpha1.7_beta3.5_gamma0.3,1.7,3.5,0.3,0,0.8888888888888888,5,15,1.4183857440948486
wine,itc_alpha1.7_beta3.5_gamma0.3,1.7,3.5,0.3,1,0.8703703703703703,5,13,0.9763185977935791
wine,itc_alpha1.7_beta3.5_gamma0.3,1.7,3.5,0.3,2,0.8888888888888888,4,13,1.0667495727539062
wine,itc_alpha1.7_beta3.5_gamma0.4,1.7,3.5,0.4,0,0.8888888888888888,7,21,1.4243333339691162
wine,itc_alpha1.7_beta3.5_gamma0.4,1.7,3.5,0.4,1,0.8703703703703703,5,15,0.9488146305084229
wine,itc_alpha1.7_beta3.5_gamma0.4,1.7,3.5,0.4,2,0.8888888888888888,4,13,1.0382025241851807
wine,itc_alpha1.7_beta3.5_gamma0.5,1.7,3.5,0.5,0,0.8888888888888888,8,21,1.2988336086273193
wine,itc_alpha1.7_beta3.5_gamma0.5,1.7,3.5,0.5,1,0.8703703703703703,5,15,0.9862749576568604
wine,itc_alpha1.7_beta3.5_gamma0.5,1.7,3.5,0.5,2,0.9259259259259259,6,17,1.2296442985534668
wine,itc_alpha1.7_beta3.5_gamma0.6,1.7,3.5,0.6,0,0.8888888888888888,8,21,1.361241102218628
wine,itc_alpha1.7_beta3.5_gamma0.6,1.7,3.5,0.6,1,0.8703703703703703,5,15,0.9754040241241455
wine,itc_alpha1.7_beta3.5_gamma0.6,1.7,3.5,0.6,2,0.9259259259259259,6,17,1.0823602676391602
wine,itc_alpha1.7_beta3.5_gamma0.7,1.7,3.5,0.7,0,0.9629629629629629,5,17,1.234435796737671
wine,itc_alpha1.7_beta3.5_gamma0.7,1.7,3.5,0.7,1,0.8703703703703703,5,15,0.9521763324737549
wine,itc_alpha1.7_beta3.5_gamma0.7,1.7,3.5,0.7,2,0.8888888888888888,5,13,0.8116459846496582
wine,itc_alpha1.7_beta4.0_gamma0.1,1.7,4.0,0.1,0,0.8888888888888888,5,15,1.3518741130828857
wine,itc_alpha1.7_beta4.0_gamma0.1,1.7,4.0,0.1,1,0.8148148148148148,6,17,1.2667889595031738
wine,itc_alpha1.7_beta4.0_gamma0.1,1.7,4.0,0.1,2,0.9074074074074074,5,15,1.336247444152832
wine,itc_alpha1.7_beta4.0_gamma0.2,1.7,4.0,0.2,0,0.8888888888888888,5,15,1.343458652496338
wine,itc_alpha1.7_beta4.0_gamma0.2,1.7,4.0,0.2,1,0.8703703703703703,5,13,1.0021402835845947
wine,itc_alpha1.7_beta4.0_gamma0.2,1.7,4.0,0.2,2,0.8703703703703703,8,19,1.4802939891815186
wine,itc_alpha1.7_beta4.0_gamma0.3,1.7,4.0,0.3,0,0.8888888888888888,5,15,1.3058369159698486
wine,itc_alpha1.7_beta4.0_gamma0.3,1.7,4.0,0.3,1,0.8703703703703703,5,13,0.9559764862060547
wine,itc_alpha1.7_beta4.0_gamma0.3,1.7,4.0,0.3,2,0.8888888888888888,4,13,1.1043972969055176
wine,itc_alpha1.7_beta4.0_gamma0.4,1.7,4.0,0.4,0,0.8888888888888888,7,21,1.4766223430633545
wine,itc_alpha1.7_beta4.0_gamma0.4,1.7,4.0,0.4,1,0.8703703703703703,5,15,0.9561426639556885
wine,itc_alpha1.7_beta4.0_gamma0.4,1.7,4.0,0.4,2,0.9444444444444444,4,11,1.0702447891235352
wine,itc_alpha1.7_beta4.0_gamma0.5,1.7,4.0,0.5,0,0.9629629629629629,5,17,1.1564416885375977
wine,itc_alpha1.7_beta4.0_gamma0.5,1.7,4.0,0.5,1,0.8703703703703703,5,15,0.9744164943695068
wine,itc_alpha1.7_beta4.0_gamma0.5,1.7,4.0,0.5,2,0.9259259259259259,6,17,1.102708339691162
wine,itc_alpha1.7_beta4.0_gamma0.6,1.7,4.0,0.6,0,0.9629629629629629,5,17,1.1382660865783691
wine,itc_alpha1.7_beta4.0_gamma0.6,1.7,4.0,0.6,1,0.8703703703703703,5,15,0.9791185855865479
wine,itc_alpha1.7_beta4.0_gamma0.6,1.7,4.0,0.6,2,0.9259259259259259,6,17,1.0918595790863037
wine,itc_alpha1.7_beta4.0_gamma0.7,1.7,4.0,0.7,0,0.9629629629629629,5,17,1.1764307022094727
wine,itc_alpha1.7_beta4.0_gamma0.7,1.7,4.0,0.7,1,0.8703703703703703,5,15,1.0119407176971436
wine,itc_alpha1.7_beta4.0_gamma0.7,1.7,4.0,0.7,2,0.8888888888888888,5,13,0.7953603267669678
wine,itc_alpha1.7_beta4.5_gamma0.1,1.7,4.5,0.1,0,0.8888888888888888,5,15,1.3766412734985352
wine,itc_alpha1.7_beta4.5_gamma0.1,1.7,4.5,0.1,1,0.8333333333333334,6,17,1.2750985622406006
wine,itc_alpha1.7_beta4.5_gamma0.1,1.7,4.5,0.1,2,0.9074074074074074,5,15,1.2761497497558594
wine,itc_alpha1.7_beta4.5_gamma0.2,1.7,4.5,0.2,0,0.8888888888888888,5,15,1.4505422115325928
wine,itc_alpha1.7_beta4.5_gamma0.2,1.7,4.5,0.2,1,0.8703703703703703,5,13,1.002464771270752
wine,itc_alpha1.7_beta4.5_gamma0.2,1.7,4.5,0.2,2,0.8703703703703703,8,19,1.5311574935913086
wine,itc_alpha1.7_beta4.5_gamma0.3,1.7,4.5,0.3,0,0.8888888888888888,7,19,1.4714312553405762
wine,itc_alpha1.7_beta4.5_gamma0.3,1.7,4.5,0.3,1,0.8703703703703703,5,13,1.0006096363067627
wine,itc_alpha1.7_beta4.5_gamma0.3,1.7,4.5,0.3,2,0.9444444444444444,4,11,1.0016584396362305
wine,itc_alpha1.7_beta4.5_gamma0.4,1.7,4.5,0.4,0,0.9629629629629629,5,17,1.188535213470459
